0 0.577744360902 0.0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0.0 0 0 0.0 0 0 1 0 0.0 0.0 0
1 0.0763909774436 0.0148214285714 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.00578947368421 0 1 0.0149253731343 0 0 1 0 0.1 1e-05 0
0 0.167969924812 0.0446428571429 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0.0 1 0 0.0 0 0 1 0 0.04 0.0 0
1 0.292030075188 0.108571428571 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.0715789473684 1 1 0.0149253731343 1 0 1 0 0.09 0.18027 1
1 0.337142857143 0.196428571429 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.175438596491 0 0 0.0 0 0 1 0 0.105 0.00687 0
1 0.305714285714 0.0892857142857 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.0350877192982 0 0 0.0 0 0 1 0 0.23 0.00016 0
0 0.131578947368 0.303571428571 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0.0614035087719 1 1 0.149253731343 0 0 1 0 0.04 0.0099 0
1 0.46992481203 0.303571428571 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0.491228070175 1 1 0.0149253731343 1 0 1 0 0.044 0.02 1
1 0.518796992481 0.895892857143 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.0614035087719 1 1 0.044776119403 0 0 1 0 0.06 0.00014 1
0 0.407218045113 0.125 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.0175438596491 0 0 0.0 0 1 0 0 0.58 0.0 0
0 0.172932330827 0.482142857143 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0.0701754385965 0 1 0.0149253731343 1 0 1 0 0.1 1e-05 0
1 0.210526315789 0.0460714285714 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.00877192982456 0 0 0.0 1 1 0 0 0.07 0.0 0
1 0.0213533834586 0.25 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0.0350877192982 0 0 0.0 0 0 1 0 0.3 0.0 0
1 0.337142857143 0.647321428571 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.00298245614035 0 0 0.0 0 0 1 0 0.16 0.03552 0
1 0.58015037594 0.0491071428571 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.331929824561 1 0 0.0 1 0 1 0 0.1 0.001 0
0 0.161654135338 0.0178571428571 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0.0526315789474 1 0 0.0 0 0 1 0 0.14 0.00824 1
1 0.239398496241 0.0505357142857 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.0263157894737 1 1 0.0149253731343 0 0 1 0 0.12 0.001 1
1 0.512481203008 0.14875 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0.00298245614035 0 0 0.0 1 0 1 0 0.26 0.0 0
1 0.199248120301 0.0535714285714 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.0131578947368 1 0 0.0 1 0 1 0 0.13 0.01065 1
1 0.115338345865 0.0267857142857 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0.0263157894737 0 0 0.0 1 0 1 0 0.066 2e-05 0
1 0.322105263158 0.897321428571 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0.0570175438596 1 1 0.0149253731343 1 0 1 0 0.2575 0.005 1
0 0.506315789474 0.107142857143 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0.486842105263 1 1 0.0298507462687 1 0 1 0 0.2595 0.01704 1
1 0.0338345864662 0.111607142857 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.00298245614035 0 1 0.0149253731343 0 0 1 0 0.0 6e-05 0
1 0.093984962406 0.394464285714 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.0701754385965 0 0 0.0 1 0 1 0 0.068 0.0 0
1 0.267969924812 0.142857142857 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.00298245614035 0 0 0.0 1 0 1 0 0.2055 0.0 0
1 0.16045112782 0.0714285714286 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0.00578947368421 0 1 0.0298507462687 0 0 1 0 0.16 0.013 0
0 0.161654135338 0.455357142857 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.166666666667 1 1 0.0298507462687 0 0 1 0 0.0365 0.00444 1
0 0.171729323308 0.102678571429 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0.030701754386 1 0 0.0 0 0 1 0 0.18 0.0 1
0 0.198045112782 0.482142857143 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0.175438596491 1 1 0.0298507462687 0 0 1 0 0.0 0.05 1
1 0.382255639098 0.0892857142857 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.350877192982 0 0 0.0 1 1 0 0 0.1 0.0 0
1 0.357142857143 0.0625 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.00877192982456 1 0 0.0 1 0 1 0 0.082 0.004 0
1 0.61022556391 0.241071428571 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.0921052631579 1 1 0.164179104478 1 0 1 0 0.0 0.00284 1
0 0.223007518797 0.133928571429 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.00877192982456 0 1 0.0149253731343 1 0 1 0 0.02 0.00154 0
0 0.116541353383 0.214285714286 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.0877192982456 1 1 0.044776119403 0 0 1 0 0.04 0.00918 1
0 0.0951879699248 0.0446428571429 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.0 0 0 0.0 0 0 1 0 0.0 0.0 0
1 0.310827067669 0.151785714286 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.114035087719 1 1 0.0298507462687 0 0 1 0 0.137 0.0061 1
0 0.205563909774 0.517857142857 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0.108245614035 1 1 0.0149253731343 0 0 1 0 0.06 0.00011 1
0 0.127819548872 0.0446428571429 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0.114035087719 0 0 0.0 0 0 1 0 0.14 0.0 0
1 0.354586466165 0.232142857143 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.149122807018 1 1 0.179104477612 1 0 1 0 0.0465 0.0 1
1 0.268120300752 0.0267857142857 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.122807017544 0 0 0.0 1 0 1 0 0.16 0.0 0
1 0.171729323308 0.107142857143 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.0438596491228 0 1 0.0149253731343 0 0 1 0 0.0 0.00022 0
1 0.0864661654135 0.0103571428571 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.0101754385965 0 0 0.0 0 0 1 0 0.14 0.00364 0
0 0.223007518797 0.126428571429 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.0175438596491 1 0 0.0 1 0 1 0 0.0855 0.0 0
